Cluster,CourseID,Enrollments,CourseName,CourseCategory,CourseType,CourseLevel,CoursePrice,CourseDuration,CourseRating,UserID
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00646
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00646
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00646
2,CR00035,5,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00647
2,CR00038,37,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00647
2,CR00017,2,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00647
2,CR00001,48,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00647
2,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00647
2,CR00035,5,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00648
2,CR00038,37,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00648
2,CR00017,2,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00648
2,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00648
2,CR00026,12,Intro to Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73,U00648
2,CR00035,5,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00649
2,CR00038,37,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00649
2,CR00017,2,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00649
2,CR00001,48,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00649
2,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00649
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00650
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00650
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00650
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00650
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00650
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00651
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00651
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00651
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00651
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00651
2,CR00035,5,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00652
2,CR00038,37,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00652
2,CR00017,2,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00652
2,CR00001,48,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00652
2,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00652
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00653
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00653
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00653
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00653
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00653
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00654
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00654
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00654
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00654
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00654
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00655
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00655
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00655
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00655
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00655
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00656
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00656
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00656
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00656
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00656
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00657
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00657
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00657
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00657
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00657
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00658
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00658
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00658
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00658
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00658
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00659
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00659
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00659
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00659
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00659
2,CR00035,5,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00660
2,CR00038,37,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00660
2,CR00017,2,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00660
2,CR00001,48,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00660
2,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00660
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00661
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00661
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00661
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00661
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00661
2,CR00035,5,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00662
2,CR00038,37,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00662
2,CR00017,2,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00662
2,CR00001,48,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00662
2,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00662
2,CR00035,5,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00663
2,CR00038,37,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00663
2,CR00017,2,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00663
2,CR00001,48,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00663
2,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00663
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00664
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00664
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00664
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00664
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00664
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00665
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00665
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00665
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00665
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00665
3,CR00035,103,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00666
3,CR00038,104,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00666
3,CR00017,94,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00666
3,CR00055,110,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00666
3,CR00001,109,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00666
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00667
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00667
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00667
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00667
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00667
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00668
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00668
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00668
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00668
1,CR00026,14,Intro to Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73,U00668
2,CR00035,5,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00669
2,CR00038,37,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00669
2,CR00017,2,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00669
2,CR00001,48,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00669
2,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00669
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00670
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00670
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00670
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00670
0,CR00026,46,Intro to Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73,U00670
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00671
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00671
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00671
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00671
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00671
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00672
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00672
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00672
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00672
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00672
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00673
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00673
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00673
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00673
1,CR00026,14,Intro to Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73,U00673
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00674
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00674
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00674
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00674
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00674
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00675
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00675
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00675
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00675
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00675
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00676
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00676
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00676
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00676
1,CR00026,14,Intro to Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73,U00676
2,CR00035,5,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00677
2,CR00038,37,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00677
2,CR00017,2,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00677
2,CR00001,48,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00677
2,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00677
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00678
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00678
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00678
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00678
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00678
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00679
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00679
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00679
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00679
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00679
2,CR00035,5,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00680
2,CR00038,37,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00680
2,CR00017,2,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00680
2,CR00001,48,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00680
2,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00680
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00681
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00681
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00681
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00681
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00681
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00682
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00682
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00682
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00682
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00682
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00683
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00683
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00683
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00683
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00683
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00684
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00684
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00684
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00684
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00684
2,CR00035,5,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00685
2,CR00038,37,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00685
2,CR00017,2,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00685
2,CR00001,48,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00685
2,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00685
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00686
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00686
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00686
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00686
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00686
3,CR00035,103,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00687
3,CR00038,104,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00687
3,CR00017,94,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00687
3,CR00001,109,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00687
3,CR00026,100,Intro to Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73,U00687
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00688
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00688
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00688
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00688
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00688
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00689
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00689
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00689
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00689
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00689
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00690
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00690
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00690
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00690
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00690
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00691
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00691
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00691
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00691
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00691
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00692
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00692
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00692
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00692
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00692
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00693
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00693
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00693
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00693
1,CR00026,14,Intro to Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73,U00693
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00694
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00694
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00694
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00694
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00694
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00695
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00695
